0.1960E+01     0.3933E+00
0.2000E+01     0.4142E+00
0.2500E+01     0.7033E+00
0.3000E+01     0.1036E+01
0.3500E+01     0.1399E+01
0.4000E+01     0.1789E+01
0.4500E+01     0.2193E+01
0.5000E+01     0.2619E+01
0.5500E+01     0.3056E+01
0.6000E+01     0.3504E+01
0.6500E+01     0.3965E+01
0.7000E+01     0.4438E+01
0.7500E+01     0.4906E+01
0.8000E+01     0.5390E+01
0.8500E+01     0.5868E+01
0.9000E+01     0.6366E+01
0.9500E+01     0.6867E+01
0.1000E+02     0.7370E+01
0.1050E+02     0.7878E+01
0.1100E+02     0.8381E+01
0.1150E+02     0.8877E+01
0.1200E+02     0.9407E+01
0.1250E+02     0.9926E+01
0.1300E+02     0.1044E+02
0.1350E+02     0.1096E+02
0.1400E+02     0.1149E+02
