0.1960E+01     0.1973E+01
0.2000E+01     0.2127E+01
0.2500E+01     0.4518E+01
0.3000E+01     0.7897E+01
0.3500E+01     0.1236E+02
0.4000E+01     0.1773E+02
0.4500E+01     0.2385E+02
0.5000E+01     0.3120E+02
0.5500E+01     0.3865E+02
0.6000E+01     0.4662E+02
0.6500E+01     0.5550E+02
0.7000E+01     0.6423E+02
0.7500E+01     0.7529E+02
0.8000E+01     0.8515E+02
0.8500E+01     0.9627E+02
0.9000E+01     0.1078E+03
0.9500E+01     0.1198E+03
0.1000E+02     0.1316E+03
0.1050E+02     0.1447E+03
0.1100E+02     0.1575E+03
0.1150E+02     0.1710E+03
0.1200E+02     0.1844E+03
0.1250E+02     0.1996E+03
0.1300E+02     0.2135E+03
0.1350E+02     0.2275E+03
0.1400E+02     0.2421E+03
