0.1960E+01     0.2229E+01
0.2000E+01     0.2403E+01
0.2500E+01     0.5015E+01
0.3000E+01     0.8642E+01
0.3500E+01     0.1342E+02
0.4000E+01     0.1918E+02
0.4500E+01     0.2570E+02
0.5000E+01     0.3355E+02
0.5500E+01     0.4151E+02
0.6000E+01     0.4999E+02
0.6500E+01     0.5950E+02
0.7000E+01     0.6880E+02
0.7500E+01     0.8136E+02
0.8000E+01     0.9094E+02
0.8500E+01     0.1028E+03
0.9000E+01     0.1149E+03
0.9500E+01     0.1277E+03
0.1000E+02     0.1402E+03
0.1050E+02     0.1541E+03
0.1100E+02     0.1674E+03
0.1150E+02     0.1817E+03
0.1200E+02     0.1958E+03
0.1250E+02     0.2120E+03
0.1300E+02     0.2266E+03
0.1350E+02     0.2408E+03
0.1400E+02     0.2565E+03
