0.1960E+01     0.2043E+00
0.2000E+01     0.2238E+00
0.2500E+01     0.5846E+00
0.3000E+01     0.1187E+01
0.3500E+01     0.2066E+01
0.4000E+01     0.3247E+01
0.4500E+01     0.4734E+01
0.5000E+01     0.6541E+01
0.5500E+01     0.8669E+01
0.6000E+01     0.1112E+02
0.6500E+01     0.1386E+02
0.7000E+01     0.1691E+02
0.7500E+01     0.2028E+02
0.8000E+01     0.2398E+02
0.8500E+01     0.2789E+02
0.9000E+01     0.3213E+02
0.9500E+01     0.3664E+02
0.1000E+02     0.4143E+02
0.1050E+02     0.4656E+02
0.1100E+02     0.5165E+02
0.1150E+02     0.5727E+02
0.1200E+02     0.6306E+02
0.1250E+02     0.6912E+02
0.1300E+02     0.7543E+02
0.1350E+02     0.8187E+02
0.1400E+02     0.8820E+02
