0.1960E+01     0.1377E+00
0.2000E+01     0.1522E+00
0.2500E+01     0.4234E+00
0.3000E+01     0.8969E+00
0.3500E+01     0.1612E+01
0.4000E+01     0.2593E+01
0.4500E+01     0.3850E+01
0.5000E+01     0.5395E+01
0.5500E+01     0.7247E+01
0.6000E+01     0.9384E+01
0.6500E+01     0.1180E+02
0.7000E+01     0.1453E+02
0.7500E+01     0.1752E+02
0.8000E+01     0.2091E+02
0.8500E+01     0.2439E+02
0.9000E+01     0.2823E+02
0.9500E+01     0.3232E+02
0.1000E+02     0.3669E+02
0.1050E+02     0.4136E+02
0.1100E+02     0.4607E+02
0.1150E+02     0.5121E+02
0.1200E+02     0.5658E+02
0.1250E+02     0.6212E+02
0.1300E+02     0.6797E+02
0.1350E+02     0.7389E+02
0.1400E+02     0.7994E+02
